1775986973.070226 server started (521): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1775986973.070241 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1775986973.070246 using libevent 2.1.12-stable poll
1775986973.070247 using ncurses 6.4 20240113
1775986973.096324 cmd_find_best_session: 0 sessions to try
1775986973.096325 cmd_find_best_session: 0 sessions to try
1775986973.096328 key_bindings_add: 0x4b K = send-keys -X scroll-up
1775986973.096329 cmd_find_best_session: 0 sessions to try
1775986973.096330 cmdq_next <global>: [bind-key/0x616815b851e0] (0), flags 0
1775986973.096332 cmd_find_best_session: 0 sessions to try
1775986973.096333 cmd_find_current_client: no target, return (nil)
1775986973.096334 cmd_find_best_session: 0 sessions to try
1775986973.096335 cmd_find_current_client: no target, return (nil)
1775986973.096336 cmd_find_best_session: 0 sessions to try
1775986973.096337 cmd_find_best_session: 0 sessions to try
1775986973.096340 key_bindings_add: 0x4c L = send-keys -X bottom-line
1775986973.096341 cmd_find_best_session: 0 sessions to try
1775986973.096343 cmdq_next <global>: [bind-key/0x616815b86520] (0), flags 0
1775986973.096344 cmd_find_best_session: 0 sessions to try
1775986973.096345 cmd_find_current_client: no target, return (nil)
1775986973.096346 cmd_find_best_session: 0 sessions to try
1775986973.096347 cmd_find_current_client: no target, return (nil)
1775986973.096348 cmd_find_best_session: 0 sessions to try
1775986973.096349 cmd_find_best_session: 0 sessions to try
1775986973.096351 key_bindings_add: 0x4d M = send-keys -X middle-line
1775986973.096353 cmd_find_best_session: 0 sessions to try
1775986973.096358 cmdq_next <global>: [bind-key/0x616815b86a40] (0), flags 0
1775986973.096359 cmd_find_best_session: 0 sessions to try
1775986973.096361 cmd_find_current_client: no target, return (nil)
1775986973.096362 cmd_find_best_session: 0 sessions to try
1775986973.096363 cmd_find_current_client: no target, return (nil)
1775986973.096364 cmd_find_best_session: 0 sessions to try
1775986973.096365 cmd_find_best_session: 0 sessions to try
1775986973.096367 key_bindings_add: 0x4e N = send-keys -X search-reverse
1775986973.096368 cmd_find_best_session: 0 sessions to try
1775986973.096370 cmdq_next <global>: [bind-key/0x616815b87160] (0), flags 0
1775986973.096371 cmd_find_best_session: 0 sessions to try
1775986973.096372 cmd_find_current_client: no target, return (nil)
1775986973.096373 cmd_find_best_session: 0 sessions to try
1775986973.096375 cmd_find_current_client: no target, return (nil)
1775986973.096376 cmd_find_best_session: 0 sessions to try
1775986973.096377 cmd_find_best_session: 0 sessions to try
1775986973.096379 key_bindings_add: 0x50 P = send-keys -X toggle-position
1775986973.096380 cmd_find_best_session: 0 sessions to try
1775986973.096382 cmdq_next <global>: [bind-key/0x616815b881b0] (0), flags 0
1775986973.096383 cmd_find_best_session: 0 sessions to try
1775986973.096384 cmd_find_current_client: no target, return (nil)
1775986973.096385 cmd_find_best_session: 0 sessions to try
1775986973.096386 cmd_find_current_client: no target, return (nil)
1775986973.096387 cmd_find_best_session: 0 sessions to try
1775986973.096388 cmd_find_best_session: 0 sessions to try
1775986973.096393 key_bindings_add: 0x54 T = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1775986973.096394 cmd_find_best_session: 0 sessions to try
1775986973.096396 cmdq_next <global>: [bind-key/0x616815b87720] (0), flags 0
1775986973.096397 cmd_find_best_session: 0 sessions to try
1775986973.096398 cmd_find_current_client: no target, return (nil)
1775986973.096399 cmd_find_best_session: 0 sessions to try
1775986973.096400 cmd_find_current_client: no target, return (nil)
1775986973.096401 cmd_find_best_session: 0 sessions to try
1775986973.096402 cmd_find_best_session: 0 sessions to try
1775986973.096405 key_bindings_add: 0x56 V = send-keys -X select-line
1775986973.096406 cmd_find_best_session: 0 sessions to try
1775986973.096407 cmdq_next <global>: [bind-key/0x616815b88630] (0), flags 0
1775986973.096409 cmd_find_best_session: 0 sessions to try
1775986973.096410 cmd_find_current_client: no target, return (nil)
1775986973.096411 cmd_find_best_session: 0 sessions to try
1775986973.096412 cmd_find_current_client: no target, return (nil)
1775986973.096413 cmd_find_best_session: 0 sessions to try
1775986973.096414 cmd_find_best_session: 0 sessions to try
1775986973.096417 key_bindings_add: 0x57 W = send-keys -X next-space
1775986973.096418 cmd_find_best_session: 0 sessions to try
1775986973.096419 cmdq_next <global>: [bind-key/0x616815b88b40] (0), flags 0
1775986973.096420 cmd_find_best_session: 0 sessions to try
1775986973.096421 cmd_find_current_client: no target, return (nil)
1775986973.096423 cmd_find_best_session: 0 sessions to try
1775986973.096424 cmd_find_current_client: no target, return (nil)
1775986973.096425 cmd_find_best_session: 0 sessions to try
1775986973.096426 cmd_find_best_session: 0 sessions to try
1775986973.096429 key_bindings_add: 0x58 X = send-keys -X set-mark
1775986973.096430 cmd_find_best_session: 0 sessions to try
1775986973.096431 cmdq_next <global>: [bind-key/0x616815b88f80] (0), flags 0
1775986973.096432 cmd_find_best_session: 0 sessions to try
1775986973.096433 cmd_find_current_client: no target, return (nil)
1775986973.096435 cmd_find_best_session: 0 sessions to try
1775986973.096436 cmd_find_current_client: no target, return (nil)
1775986973.096437 cmd_find_best_session: 0 sessions to try
1775986973.096438 cmd_find_best_session: 0 sessions to try
1775986973.096440 key_bindings_add: 0x5e ^ = send-keys -X back-to-indentation
1775986973.096441 cmd_find_best_session: 0 sessions to try
1775986973.096445 cmdq_next <global>: [bind-key/0x616815b894a0] (0), flags 0
1775986973.096446 cmd_find_best_session: 0 sessions to try
1775986973.096447 cmd_find_current_client: no target, return (nil)
1775986973.096448 cmd_find_best_session: 0 sessions to try
1775986973.096449 cmd_find_current_client: no target, return (nil)
1775986973.096450 cmd_find_best_session: 0 sessions to try
1775986973.096451 cmd_find_best_session: 0 sessions to try
1775986973.096454 key_bindings_add: 0x62 b = send-keys -X previous-word
1775986973.096455 cmd_find_best_session: 0 sessions to try
1775986973.096457 cmdq_next <global>: [bind-key/0x616815b899e0] (0), flags 0
1775986973.096458 cmd_find_best_session: 0 sessions to try
1775986973.096459 cmd_find_current_client: no target, return (nil)
1775986973.096460 cmd_find_best_session: 0 sessions to try
1775986973.096461 cmd_find_current_client: no target, return (nil)
1775986973.096462 cmd_find_best_session: 0 sessions to try
1775986973.096463 cmd_find_best_session: 0 sessions to try
1775986973.096466 key_bindings_add: 0x65 e = send-keys -X next-word-end
1775986973.096467 cmd_find_best_session: 0 sessions to try
1775986973.096468 cmdq_next <global>: [bind-key/0x616815b8ad90] (0), flags 0
1775986973.096469 cmd_find_best_session: 0 sessions to try
1775986973.096471 cmd_find_current_client: no target, return (nil)
1775986973.096472 cmd_find_best_session: 0 sessions to try
1775986973.096473 cmd_find_current_client: no target, return (nil)
1775986973.096474 cmd_find_best_session: 0 sessions to try
1775986973.096475 cmd_find_best_session: 0 sessions to try
1775986973.096479 key_bindings_add: 0x66 f = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1775986973.096480 cmd_find_best_session: 0 sessions to try
1775986973.096482 cmdq_next <global>: [bind-key/0x616815b89c40] (0), flags 0
1775986973.096483 cmd_find_best_session: 0 sessions to try
1775986973.096484 cmd_find_current_client: no target, return (nil)
1775986973.096485 cmd_find_best_session: 0 sessions to try
1775986973.096486 cmd_find_current_client: no target, return (nil)
1775986973.096487 cmd_find_best_session: 0 sessions to try
1775986973.096488 cmd_find_best_session: 0 sessions to try
1775986973.096491 key_bindings_add: 0x67 g = send-keys -X history-top
1775986973.096492 cmd_find_best_session: 0 sessions to try
1775986973.096493 cmdq_next <global>: [bind-key/0x616815b8af40] (0), flags 0
1775986973.096494 cmd_find_best_session: 0 sessions to try
1775986973.096496 cmd_find_current_client: no target, return (nil)
1775986973.096497 cmd_find_best_session: 0 sessions to try
1775986973.096498 cmd_find_current_client: no target, return (nil)
1775986973.096499 cmd_find_best_session: 0 sessions to try
1775986973.096500 cmd_find_best_session: 0 sessions to try
1775986973.096502 key_bindings_add: 0x68 h = send-keys -X cursor-left
1775986973.096503 cmd_find_best_session: 0 sessions to try
1775986973.096505 cmdq_next <global>: [bind-key/0x616815b8b460] (0), flags 0
1775986973.096506 cmd_find_best_session: 0 sessions to try
1775986973.096507 cmd_find_current_client: no target, return (nil)
1775986973.096508 cmd_find_best_session: 0 sessions to try
1775986973.096509 cmd_find_current_client: no target, return (nil)
1775986973.096510 cmd_find_best_session: 0 sessions to try
1775986973.096512 cmd_find_best_session: 0 sessions to try
1775986973.096514 key_bindings_add: 0x6a j = send-keys -X cursor-down
1775986973.096515 cmd_find_best_session: 0 sessions to try
1775986973.096517 cmdq_next <global>: [bind-key/0x616815b8ba70] (0), flags 0
1775986973.096518 cmd_find_best_session: 0 sessions to try
1775986973.096519 cmd_find_current_client: no target, return (nil)
1775986973.096520 cmd_find_best_session: 0 sessions to try
1775986973.096551 cmd_find_current_client: no target, return (nil)
1775986973.096554 cmd_find_best_session: 0 sessions to try
1775986973.096556 cmd_find_best_session: 0 sessions to try
1775986973.096559 key_bindings_add: 0x6b k = send-keys -X cursor-up
1775986973.096561 cmd_find_best_session: 0 sessions to try
1775986973.096566 cmdq_next <global>: [bind-key/0x616815b8bdf0] (0), flags 0
1775986973.096567 cmd_find_best_session: 0 sessions to try
1775986973.096568 cmd_find_current_client: no target, return (nil)
1775986973.096570 cmd_find_best_session: 0 sessions to try
1775986973.096571 cmd_find_current_client: no target, return (nil)
1775986973.096572 cmd_find_best_session: 0 sessions to try
1775986973.096574 cmd_find_best_session: 0 sessions to try
1775986973.096576 key_bindings_add: 0x7a z = send-keys -X scroll-middle
1775986973.096578 cmd_find_best_session: 0 sessions to try
1775986973.096579 cmdq_next <global>: [bind-key/0x616815b8c500] (0), flags 0
1775986973.096580 cmd_find_best_session: 0 sessions to try
1775986973.096581 cmd_find_current_client: no target, return (nil)
1775986973.096582 cmd_find_best_session: 0 sessions to try
1775986973.096584 cmd_find_current_client: no target, return (nil)
1775986973.096585 cmd_find_best_session: 0 sessions to try
1775986973.096586 cmd_find_best_session: 0 sessions to try
1775986973.096588 key_bindings_add: 0x6c l = send-keys -X cursor-right
1775986973.096589 cmd_find_best_session: 0 sessions to try
1775986973.096591 cmdq_next <global>: [bind-key/0x616815b8cb70] (0), flags 0
1775986973.096592 cmd_find_best_session: 0 sessions to try
1775986973.096593 cmd_find_current_client: no target, return (nil)
1775986973.096594 cmd_find_best_session: 0 sessions to try
1775986973.096595 cmd_find_current_client: no target, return (nil)
1775986973.096596 cmd_find_best_session: 0 sessions to try
1775986973.096597 cmd_find_best_session: 0 sessions to try
1775986973.096600 key_bindings_add: 0x6e n = send-keys -X search-again
1775986973.096601 cmd_find_best_session: 0 sessions to try
1775986973.096603 cmdq_next <global>: [bind-key/0x616815b8d0a0] (0), flags 0
1775986973.096604 cmd_find_best_session: 0 sessions to try
1775986973.096605 cmd_find_current_client: no target, return (nil)
1775986973.096606 cmd_find_best_session: 0 sessions to try
1775986973.096607 cmd_find_current_client: no target, return (nil)
1775986973.096608 cmd_find_best_session: 0 sessions to try
1775986973.096609 cmd_find_best_session: 0 sessions to try
1775986973.096612 key_bindings_add: 0x6f o = send-keys -X other-end
1775986973.096613 cmd_find_best_session: 0 sessions to try
1775986973.096614 cmdq_next <global>: [bind-key/0x616815b8d570] (0), flags 0
1775986973.096616 cmd_find_best_session: 0 sessions to try
1775986973.096617 cmd_find_current_client: no target, return (nil)
1775986973.096618 cmd_find_best_session: 0 sessions to try
1775986973.096619 cmd_find_current_client: no target, return (nil)
1775986973.096620 cmd_find_best_session: 0 sessions to try
1775986973.096621 cmd_find_best_session: 0 sessions to try
1775986973.096623 key_bindings_add: 0x71 q = send-keys -X cancel
1775986973.096624 cmd_find_best_session: 0 sessions to try
1775986973.096626 cmdq_next <global>: [bind-key/0x616815b8d9b0] (0), flags 0
1775986973.096627 cmd_find_best_session: 0 sessions to try
1775986973.096628 cmd_find_current_client: no target, return (nil)
1775986973.096629 cmd_find_best_session: 0 sessions to try
1775986973.096630 cmd_find_current_client: no target, return (nil)
1775986973.096631 cmd_find_best_session: 0 sessions to try
1775986973.096632 cmd_find_best_session: 0 sessions to try
1775986973.096635 key_bindings_add: 0x72 r = send-keys -X refresh-from-pane
1775986973.096636 cmd_find_best_session: 0 sessions to try
1775986973.096637 cmdq_next <global>: [bind-key/0x616815b8ed10] (0), flags 0
1775986973.096639 cmd_find_best_session: 0 sessions to try
1775986973.096640 cmd_find_current_client: no target, return (nil)
1775986973.096641 cmd_find_best_session: 0 sessions to try
1775986973.096642 cmd_find_current_client: no target, return (nil)
1775986973.096643 cmd_find_best_session: 0 sessions to try
1775986973.096644 cmd_find_best_session: 0 sessions to try
1775986973.096648 key_bindings_add: 0x74 t = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1775986973.096650 cmd_find_best_session: 0 sessions to try
1775986973.096654 cmdq_next <global>: [bind-key/0x616815b8dda0] (0), flags 0
1775986973.096655 cmd_find_best_session: 0 sessions to try
1775986973.096656 cmd_find_current_client: no target, return (nil)
1775986973.096657 cmd_find_best_session: 0 sessions to try
1775986973.096658 cmd_find_current_client: no target, return (nil)
1775986973.096659 cmd_find_best_session: 0 sessions to try
1775986973.096661 cmd_find_best_session: 0 sessions to try
1775986973.096663 key_bindings_add: 0x76 v = send-keys -X rectangle-toggle
1775986973.096664 cmd_find_best_session: 0 sessions to try
1775986973.096666 cmdq_next <global>: [bind-key/0x616815b8f220] (0), flags 0
1775986973.096667 cmd_find_best_session: 0 sessions to try
1775986973.096668 cmd_find_current_client: no target, return (nil)
1775986973.096669 cmd_find_best_session: 0 sessions to try
1775986973.096670 cmd_find_current_client: no target, return (nil)
1775986973.096671 cmd_find_best_session: 0 sessions to try
1775986973.096672 cmd_find_best_session: 0 sessions to try
1775986973.096675 key_bindings_add: 0x77 w = send-keys -X next-word
1775986973.096676 cmd_find_best_session: 0 sessions to try
1775986973.096679 cmdq_next <global>: [bind-key/0x616815b8f7a0] (0), flags 0
1775986973.096680 cmd_find_best_session: 0 sessions to try
1775986973.096681 cmd_find_current_client: no target, return (nil)
1775986973.096682 cmd_find_best_session: 0 sessions to try
1775986973.096683 cmd_find_current_client: no target, return (nil)
1775986973.096684 cmd_find_best_session: 0 sessions to try
1775986973.096685 cmd_find_best_session: 0 sessions to try
1775986973.096688 key_bindings_add: 0x7b { = send-keys -X previous-paragraph
1775986973.096689 cmd_find_best_session: 0 sessions to try
1775986973.096691 cmdq_next <global>: [bind-key/0x616815b8fce0] (0), flags 0
1775986973.096692 cmd_find_best_session: 0 sessions to try
1775986973.096693 cmd_find_current_client: no target, return (nil)
1775986973.096694 cmd_find_best_session: 0 sessions to try
1775986973.096695 cmd_find_current_client: no target, return (nil)
1775986973.096697 cmd_find_best_session: 0 sessions to try
1775986973.096698 cmd_find_best_session: 0 sessions to try
1775986973.096700 key_bindings_add: 0x7d } = send-keys -X next-paragraph
1775986973.096701 cmd_find_best_session: 0 sessions to try
1775986973.096703 cmdq_next <global>: [bind-key/0x616815b90260] (0), flags 0
1775986973.096704 cmd_find_best_session: 0 sessions to try
1775986973.096705 cmd_find_current_client: no target, return (nil)
1775986973.096706 cmd_find_best_session: 0 sessions to try
1775986973.096707 cmd_find_current_client: no target, return (nil)
1775986973.096708 cmd_find_best_session: 0 sessions to try
1775986973.096709 cmd_find_best_session: 0 sessions to try
1775986973.096711 key_bindings_add: 0x25 % = send-keys -X next-matching-bracket
1775986973.096713 cmd_find_best_session: 0 sessions to try
1775986973.096714 cmdq_next <global>: [bind-key/0x616815b908f0] (0), flags 0
1775986973.096715 cmd_find_best_session: 0 sessions to try
1775986973.096716 cmd_find_current_client: no target, return (nil)
1775986973.096717 cmd_find_best_session: 0 sessions to try
1775986973.096718 cmd_find_current_client: no target, return (nil)
1775986973.096719 cmd_find_best_session: 0 sessions to try
1775986973.096720 cmd_find_best_session: 0 sessions to try
1775986973.096723 key_bindings_add: 0x10e1a3 Home = send-keys -X start-of-line
1775986973.096724 cmd_find_best_session: 0 sessions to try
1775986973.096726 cmdq_next <global>: [bind-key/0x616815b91010] (0), flags 0
1775986973.096727 cmd_find_best_session: 0 sessions to try
1775986973.096728 cmd_find_current_client: no target, return (nil)
1775986973.096729 cmd_find_best_session: 0 sessions to try
1775986973.096730 cmd_find_current_client: no target, return (nil)
1775986973.096731 cmd_find_best_session: 0 sessions to try
1775986973.096732 cmd_find_best_session: 0 sessions to try
1775986973.096734 key_bindings_add: 0x10e1a4 End = send-keys -X end-of-line
1775986973.096735 cmd_find_best_session: 0 sessions to try
1775986973.096737 cmdq_next <global>: [bind-key/0x616815b91450] (0), flags 0
1775986973.096740 cmd_find_best_session: 0 sessions to try
1775986973.096741 cmd_find_current_client: no target, return (nil)
1775986973.096742 cmd_find_best_session: 0 sessions to try
1775986973.096743 cmd_find_current_client: no target, return (nil)
1775986973.096744 cmd_find_best_session: 0 sessions to try
1775986973.096746 cmd_find_best_session: 0 sessions to try
1775986973.096748 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane
1775986973.096749 cmd_find_best_session: 0 sessions to try
1775986973.096750 cmdq_next <global>: [bind-key/0x616815b91f40] (0), flags 0
1775986973.096751 cmd_find_best_session: 0 sessions to try
1775986973.096752 cmd_find_current_client: no target, return (nil)
1775986973.096753 cmd_find_best_session: 0 sessions to try
1775986973.096754 cmd_find_current_client: no target, return (nil)
1775986973.096755 cmd_find_best_session: 0 sessions to try
1775986973.096757 cmd_find_best_session: 0 sessions to try
1775986973.096760 key_bindings_add: 0x10e07a MouseDrag1Pane = select-pane ; send-keys -X begin-selection
1775986973.096761 cmd_find_best_session: 0 sessions to try
1775986973.096763 cmdq_next <global>: [bind-key/0x616815b921e0] (0), flags 0
1775986973.096764 cmd_find_best_session: 0 sessions to try
1775986973.096765 cmd_find_current_client: no target, return (nil)
1775986973.096766 cmd_find_best_session: 0 sessions to try
1775986973.096767 cmd_find_current_client: no target, return (nil)
1775986973.096768 cmd_find_best_session: 0 sessions to try
1775986973.096769 cmd_find_best_session: 0 sessions to try
1775986973.096773 key_bindings_add: 0x10e0b0 MouseDragEnd1Pane = send-keys -X copy-pipe-and-cancel
1775986973.096774 cmd_find_best_session: 0 sessions to try
1775986973.096775 cmdq_next <global>: [bind-key/0x616815b93010] (0), flags 0
1775986973.096776 cmd_find_best_session: 0 sessions to try
1775986973.096778 cmd_find_current_client: no target, return (nil)
1775986973.096779 cmd_find_best_session: 0 sessions to try
1775986973.096780 cmd_find_current_client: no target, return (nil)
1775986973.096781 cmd_find_best_session: 0 sessions to try
1775986973.096782 cmd_find_best_session: 0 sessions to try
1775986973.096787 key_bindings_add: 0x10e0e6 WheelUpPane = select-pane ; send-keys -X -N 5 scroll-up
1775986973.096788 cmd_find_best_session: 0 sessions to try
1775986973.096789 cmdq_next <global>: [bind-key/0x616815b93650] (0), flags 0
1775986973.096790 cmd_find_best_session: 0 sessions to try
1775986973.096791 cmd_find_current_client: no target, return (nil)
1775986973.096792 cmd_find_best_session: 0 sessions to try
1775986973.096794 cmd_find_current_client: no target, return (nil)
1775986973.096795 cmd_find_best_session: 0 sessions to try
1775986973.096796 cmd_find_best_session: 0 sessions to try
1775986973.096800 key_bindings_add: 0x10e0ec WheelDownPane = select-pane ; send-keys -X -N 5 scroll-down
1775986973.096801 cmd_find_best_session: 0 sessions to try
1775986973.096802 cmdq_next <global>: [bind-key/0x616815b94370] (0), flags 0
1775986973.096804 cmd_find_best_session: 0 sessions to try
1775986973.096805 cmd_find_current_client: no target, return (nil)
1775986973.096806 cmd_find_best_session: 0 sessions to try
1775986973.096807 cmd_find_current_client: no target, return (nil)
1775986973.096808 cmd_find_best_session: 0 sessions to try
1775986973.096809 cmd_find_best_session: 0 sessions to try
1775986973.096815 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1775986973.096816 cmd_find_best_session: 0 sessions to try
1775986973.096818 cmdq_next <global>: [bind-key/0x616815b94d60] (0), flags 0
1775986973.096819 cmd_find_best_session: 0 sessions to try
1775986973.096820 cmd_find_current_client: no target, return (nil)
1775986973.096821 cmd_find_best_session: 0 sessions to try
1775986973.096822 cmd_find_current_client: no target, return (nil)
1775986973.096823 cmd_find_best_session: 0 sessions to try
1775986973.096824 cmd_find_best_session: 0 sessions to try
1775986973.096833 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1775986973.096835 cmd_find_best_session: 0 sessions to try
1775986973.096836 cmdq_next <global>: [bind-key/0x616815b93260] (0), flags 0
1775986973.096837 cmd_find_best_session: 0 sessions to try
1775986973.096838 cmd_find_current_client: no target, return (nil)
1775986973.096839 cmd_find_best_session: 0 sessions to try
1775986973.096840 cmd_find_current_client: no target, return (nil)
1775986973.096841 cmd_find_best_session: 0 sessions to try
1775986973.096842 cmd_find_best_session: 0 sessions to try
1775986973.096845 key_bindings_add: 0x10e194 BSpace = send-keys -X cursor-left
1775986973.096846 cmd_find_best_session: 0 sessions to try
1775986973.096848 cmdq_next <global>: [bind-key/0x616815b94fb0] (0), flags 0
1775986973.096848 cmd_find_best_session: 0 sessions to try
1775986973.096850 cmd_find_current_client: no target, return (nil)
1775986973.096851 cmd_find_best_session: 0 sessions to try
1775986973.096852 cmd_find_current_client: no target, return (nil)
1775986973.096853 cmd_find_best_session: 0 sessions to try
1775986973.096854 cmd_find_best_session: 0 sessions to try
1775986973.096856 key_bindings_add: 0x10e1a5 NPage = send-keys -X page-down
1775986973.096857 cmd_find_best_session: 0 sessions to try
1775986973.096859 cmdq_next <global>: [bind-key/0x616815b953f0] (0), flags 0
1775986973.096860 cmd_find_best_session: 0 sessions to try
1775986973.096861 cmd_find_current_client: no target, return (nil)
1775986973.096862 cmd_find_best_session: 0 sessions to try
1775986973.096863 cmd_find_current_client: no target, return (nil)
1775986973.096864 cmd_find_best_session: 0 sessions to try
1775986973.096865 cmd_find_best_session: 0 sessions to try
1775986973.096867 key_bindings_add: 0x10e1a6 PPage = send-keys -X page-up
1775986973.096869 cmd_find_best_session: 0 sessions to try
1775986973.096870 cmdq_next <global>: [bind-key/0x616815b95590] (0), flags 0
1775986973.096871 cmd_find_best_session: 0 sessions to try
1775986973.096872 cmd_find_current_client: no target, return (nil)
1775986973.096873 cmd_find_best_session: 0 sessions to try
1775986973.096874 cmd_find_current_client: no target, return (nil)
1775986973.096875 cmd_find_best_session: 0 sessions to try
1775986973.096876 cmd_find_best_session: 0 sessions to try
1775986973.096879 key_bindings_add: 0x10e1a8 Up = send-keys -X cursor-up
1775986973.096880 cmd_find_best_session: 0 sessions to try
1775986973.096881 cmdq_next <global>: [bind-key/0x616815b95690] (0), flags 0
1775986973.096882 cmd_find_best_session: 0 sessions to try
1775986973.096883 cmd_find_current_client: no target, return (nil)
1775986973.096884 cmd_find_best_session: 0 sessions to try
1775986973.096885 cmd_find_current_client: no target, return (nil)
1775986973.096886 cmd_find_best_session: 0 sessions to try
1775986973.096887 cmd_find_best_session: 0 sessions to try
1775986973.096890 key_bindings_add: 0x10e1a9 Down = send-keys -X cursor-down
1775986973.096891 cmd_find_best_session: 0 sessions to try
1775986973.096892 cmdq_next <global>: [bind-key/0x616815b95b80] (0), flags 0
1775986973.096893 cmd_find_best_session: 0 sessions to try
1775986973.096894 cmd_find_current_client: no target, return (nil)
1775986973.096895 cmd_find_best_session: 0 sessions to try
1775986973.096897 cmd_find_current_client: no target, return (nil)
1775986973.096898 cmd_find_best_session: 0 sessions to try
1775986973.096899 cmd_find_best_session: 0 sessions to try
1775986973.096901 key_bindings_add: 0x10e1aa Left = send-keys -X cursor-left
1775986973.096902 cmd_find_best_session: 0 sessions to try
1775986973.096903 cmdq_next <global>: [bind-key/0x616815b960a0] (0), flags 0
1775986973.096905 cmd_find_best_session: 0 sessions to try
1775986973.096906 cmd_find_current_client: no target, return (nil)
1775986973.096907 cmd_find_best_session: 0 sessions to try
1775986973.096908 cmd_find_current_client: no target, return (nil)
1775986973.096909 cmd_find_best_session: 0 sessions to try
1775986973.096912 cmd_find_best_session: 0 sessions to try
1775986973.096915 key_bindings_add: 0x10e1ab Right = send-keys -X cursor-right
1775986973.096916 cmd_find_best_session: 0 sessions to try
1775986973.096917 cmdq_next <global>: [bind-key/0x616815b96500] (0), flags 0
1775986973.096918 cmd_find_best_session: 0 sessions to try
1775986973.096920 cmd_find_current_client: no target, return (nil)
1775986973.096921 cmd_find_best_session: 0 sessions to try
1775986973.096922 cmd_find_current_client: no target, return (nil)
1775986973.096923 cmd_find_best_session: 0 sessions to try
1775986973.096924 cmd_find_best_session: 0 sessions to try
1775986973.096926 key_bindings_add: 0x100000000078 M-x = send-keys -X jump-to-mark
1775986973.096927 cmd_find_best_session: 0 sessions to try
1775986973.096929 cmdq_next <global>: [bind-key/0x616815b96860] (0), flags 0
1775986973.096930 cmd_find_best_session: 0 sessions to try
1775986973.096931 cmd_find_current_client: no target, return (nil)
1775986973.096932 cmd_find_best_session: 0 sessions to try
1775986973.096933 cmd_find_current_client: no target, return (nil)
1775986973.096934 cmd_find_best_session: 0 sessions to try
1775986973.096935 cmd_find_best_session: 0 sessions to try
1775986973.096938 key_bindings_add: 0x20000010e1a8 C-Up = send-keys -X scroll-up
1775986973.096939 cmd_find_best_session: 0 sessions to try
1775986973.096940 cmdq_next <global>: [bind-key/0x616815b96c10] (0), flags 0
1775986973.096941 cmd_find_best_session: 0 sessions to try
1775986973.096942 cmd_find_current_client: no target, return (nil)
1775986973.096943 cmd_find_best_session: 0 sessions to try
1775986973.096944 cmd_find_current_client: no target, return (nil)
1775986973.096945 cmd_find_best_session: 0 sessions to try
1775986973.096946 cmd_find_best_session: 0 sessions to try
1775986973.096949 key_bindings_add: 0x20000010e1a9 C-Down = send-keys -X scroll-down
1775986973.096950 cmd_find_best_session: 0 sessions to try
1775986973.096952 cmdq_next <global>: [key_bindings_init_done/0x616815b97180] (1), flags 0
1775986973.096972 cmdq_next <global>: exit (empty)
1775986973.096973 cmdq_next <global>: empty
1775986973.097021 peer 0x616815b97d90 message 110
1775986973.097023 client 0x616815b97280 IDENTIFY_STDOUT 9
1775986973.097024 peer 0x616815b97d90 message 107
1775986973.097026 client 0x616815b97280 IDENTIFY_CLIENTPID 519
1775986973.097027 peer 0x616815b97d90 message 105
1775986973.097030 client 0x616815b97280 IDENTIFY_ENVIRON NVM_INC=/home/claude/.nvm/versions/node/v22.22.2/include/node
1775986973.097031 peer 0x616815b97d90 message 105
1775986973.097032 client 0x616815b97280 IDENTIFY_ENVIRON HISTCONTROL=ignoredups:
1775986973.097034 peer 0x616815b97d90 message 105
1775986973.097035 client 0x616815b97280 IDENTIFY_ENVIRON HOSTNAME=e3c7ecf5b4b8
1775986973.097036 peer 0x616815b97d90 message 105
1775986973.097038 client 0x616815b97280 IDENTIFY_ENVIRON EDITOR=nano
1775986973.097039 peer 0x616815b97d90 message 105
1775986973.097040 client 0x616815b97280 IDENTIFY_ENVIRON PWD=/workspace
1775986973.097041 peer 0x616815b97d90 message 105
1775986973.097043 client 0x616815b97280 IDENTIFY_ENVIRON ALLOWED_PRIVATE_HOSTS=
1775986973.097044 peer 0x616815b97d90 message 105
1775986973.097046 client 0x616815b97280 IDENTIFY_ENVIRON HOME=/home/claude
1775986973.097047 peer 0x616815b97d90 message 105
1775986973.097048 client 0x616815b97280 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1775986973.097050 peer 0x616815b97d90 message 105
